ImageId,EncodedPixels
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,11639 6 11897 10 12156 13 12415 15 12675 16 12936 15 13198 13 13459 6
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,60267 2 60527 2 60787 2 61048 1 61300 2 61309 2 61559 13 61817 15 62076 16 62335 16 62594 16 62853 15 63113 13 63373 10 63634 7
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,71178 2 71436 6 71697 5 71956 6 72215 8 72473 1 72475 8 72732 10 72993 8 73254 7 73513 7 73773 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,3577 2 3830 3 3835 5 4088 13 4347 14 4607 14 4867 13 5127 10 5387 9 5648 8 5909 6
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,21501 1 21505 4 21760 3 21766 5 22020 12 22281 12 22542 10 22803 8 23062 7 23324 5
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,64920 1 65177 1 65179 2 65438 5 65698 5 65958 1 65960 2
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,25142 3 25400 6 25659 8 25918 9 26177 10 26436 11 26695 12 26954 12 27214 10 27474 8 27734 6
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,7454 1 7456 1 7458 1 7714 4 7720 1 7974 5 7980 2 8235 7 8495 6 8754 9 9014 9 9274 10 9534 11 9792 12 10052 13 10312 11 10573 11 10833 11 11093 11 11355 8 11617 7 11879 2
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,33718 8 33973 13 34232 13 34492 13 34752 14 35012 13 35272 13 35531 12 35793 8 36055 4
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,19409 3 19668 5 19928 5 20188 5 20448 4 20709 2
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,75576 5 75835 7 76094 8 76354 9 76613 10 76871 11 77130 11 77389 11 77648 11 77908 10 78167 11 78428 7 78689 5
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,3555 3 3813 6 4072 8 4332 8 4591 9 4848 12 5107 13 5368 12 5628 10 5888 10 6149 9 6410 9 6671 7 6933 6
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,53995 2 54249 10 54507 12 54766 13 55025 14 55285 14 55546 12 55806 11 56068 5
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,31360 1 31364 2 31620 10 31882 8 32141 10 32152 1 32400 12 32665 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,10817 5 11077 8 11337 9 11597 10 11858 10 12118 11 12379 11 12640 10 12902 8 13164 5
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,65404 1 65663 3 65924 2 66179 1 66181 5 66438 8 66700 6
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,78405 2 78664 3 78923 3 79177 9 79439 6 79450 2 79700 13 79960 14 80219 2 80225 9 80478 1 80486 8 80747 7 81006 8 81265 9 81524 10 81784 9 82044 9 82305 7 82565 6 82826 4
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,67478 4 67738 8 67998 8 68007 1 68258 10 68517 12 68776 13 69036 13 69297 11 69557 10 69817 9 70076 10 70337 9 70599 6 70860 1
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,47197 4 47458 4 47717 7 47976 10 48236 1 48238 8 48498 7 48758 9 49017 10 49278 8 49537 8 49797 7 50058 5
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,13916 4 14174 6 14433 8 14694 3 14955 2
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,1964 5 2220 10 2477 13 2735 15 2993 17 3251 18 3510 18 3769 19 4029 18 4288 19 4549 18 4810 17 5075 12 5337 10 5598 9 5859 7 6119 7 6382 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,60187 8 60445 12 60704 14 60964 15 61224 14 61485 12 61746 10 62007 8 62269 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,55246 4 55504 7 55763 7 56022 9 56280 10 56540 9 56799 9 57059 8 57319 4 57324 1 57326 2 57579 4 57584 1 57586 1 57840 2 58100 1
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,82016 2 82277 2 82536 2 82795 5 83054 9 83313 12 83573 13 83833 14 84094 13 84356 11 84617 11 84878 9 85139 7 85402 1
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,6093 1 6095 1 6098 1 6354 2 6357 3 6612 11 6871 12 7131 12 7391 12 7652 11 7913 10 8174 9 8434 9 8694 9 8954 8 9214 8 9475 5
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,68746 5 69003 10 69262 11 69522 12 69782 13 70042 14 70302 14 70562 13 70823 6 70830 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,85650 4 85908 6 86167 7 86424 10 86683 11 86942 11 87201 12 87461 11 87720 11 87980 11 88239 11 88499 8
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,44565 2 44824 6 45082 8 45341 9 45600 10 45859 10 46118 10 46378 10 46638 9 46898 8 47158 7 47419 5 47681 1
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,18564 2 18819 2 18823 4 18836 1 19078 24 19338 23 19599 22 19860 21 19883 2 20121 23 20381 24 20641 25 20902 24 21163 9 21176 10 21424 8 21438 5 21446 1 21684 7 21944 6 22205 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,25056 2 25315 4 25574 6 25834 6 26093 8 26353 8 26612 10 26871 11 27131 11 27391 12 27650 13 27910 14 28170 14 28430 15 28690 16 28950 16 29210 17 29471 16 29731 16 29991 15 30252 13 30513 10 30524 1
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,24259 3 24518 6 24777 8 25036 9 25296 9 25556 10 25816 10 26077 9 26337 9 26597 9 26858 8 27119 6
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,84055 4 84315 5 84574 8 84834 8 85094 9 85353 10 85615 8 85874 9 86135 8 86397 5
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,67669 2 67928 7 68187 9 68447 10 68708 9 68969 9 69229 9 69488 10 69747 11 70008 8 70268 7 70530 4
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,67399 2 67658 4 67917 6 68178 6 68438 6 68699 1 68702 2
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,52058 1 52316 6 52576 8 52836 8 53096 8 53356 8 53616 8 53876 7 54134 8 54393 9 54653 8 54913 7 55174 5 55436 2
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,52 6 312 7 572 8 832 9 1093 8 1353 9 1614 8 1875 7 2136 7 2398 4
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,38014 5 38273 8 38532 12 38792 13 39051 13 39310 13 39570 13 39829 14 40090 13 40350 12 40610 11 40871 9 41132 7 41394 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,64533 5 64793 5 65051 7 65309 8 65566 11 65825 14 66084 15 66344 14 66609 7 66869 5 67129 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,59060 2 59318 5 59577 6 59836 8 60095 9 60353 11 60613 11 60871 13 61131 12 61390 11 61651 9
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,52811 3 53068 7 53326 10 53585 12 53845 15 54105 15 54365 14 54625 12 54889 6
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,64782 1 65032 4 65038 5 65289 7 65297 5 65547 13 65806 12 66064 12 66323 9 66584 5
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,9650 4 9908 6 10166 8 10425 9 10683 11 10942 11 11202 11 11462 10 11722 9 11982 6
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,87644 7 87903 9 88162 10 88421 10 88680 11 88941 1 88943 8 89203 6 89461 7 89721 7 89979 8
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,48643 3 48903 4 49163 4 49423 5 49683 5 49943 5 50205 3 50461 1 50463 5 50720 8 50980 8 51240 8 51499 9 51759 6 51766 1 52019 4 52280 1
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,74899 2 75158 4 75416 6 75676 6 75936 8 76197 3 76458 2
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,30701 4 30959 7 31215 1 31217 9 31474 11 31733 11 31993 11 32253 10 32514 8 32774 8 33034 7 33296 4 33557 1
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,15092 2 15350 5 15610 5 15870 6 16130 6 16390 7 16650 7 16910 7 17171 6 17430 7 17690 7 17951 5 18211 5 18472 4 18733 3 18995 1
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,74367 2 74626 5 74886 5 75146 5 75406 5 75667 3
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,59028 2 59287 5 59546 6 59804 9 60064 9 60324 8 60583 9 60843 9 61103 7 61362 8 61623 7 61882 6 62142 6 62402 3 62406 1 62663 2
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8,38221 4 38481 5 38741 5 39001 6 39261 6 39521 6 39782 5 40044 4 40303 5 40564 5 40826 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,48208 1 48732 1 49256 1 49779 2 50303 2 50827 2 51351 2 51875 2 52399 2 52922 3 53446 3 53970 3 54494 3 55018 3 55542 3 56067 2 56591 2 57115 2 57639 2 58162 2 58686 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,161388 2 161911 3 162435 4 162959 4 163483 4 164007 4 164531 3 165056 1 165579 2 166103 3 166628 1 167152 1 167676 1 168200 2 168724 2 169248 2 169772 2 170295 4 170819 4 171343 3 171868 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,110564 1 111088 1 111612 1 112136 1 112659 2 113184 1 113708 1 114231 2 114755 2 115279 2 115803 2 116326 3 116850 3 117374 3 117897 4 118421 4 118945 4 119469 4 119992 5 120516 5 121039 6 121563 6 122088 5 122613 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,82258 1 82782 1 83305 1 83829 2 84353 2 84877 2 85400 3 85925 2 86449 2 86972 2 87497 1 88020 1 88544 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,32479 4 33001 6 33524 7 34048 7 34571 8 35095 8 35619 8 36142 9 36666 9 37189 10 37713 10 38236 10 38760 10 39284 9 39808 9 40333 7 40857 7 41383 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,14660 1 15182 4 15705 4 16227 5 16751 5 17275 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,113169 4 113693 5 114217 5 114741 5 115263 7 115786 2 115790 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,63382 2 63906 4 64430 4 64953 6 65477 6 66002 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,46096 4 46619 5 47143 5 47667 5 48191 6 48713 8 49236 10 49760 10 50283 11 50805 13 51329 13 51853 13 52378 12 52903 11 53428 10 53953 8 54477 8 55002 7 55526 6 56051 4 56575 4 57099 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,68099 2 68623 3 69146 5 69670 5 70194 4 70717 5 71241 5 71764 6 72289 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,499 19 1023 19 1547 19 2070 20 2594 20 3118 19 3642 19 4165 20 4689 20 5214 19 5738 19 6263 17 6789 15 7314 13 7839 10 8363 10 8885 12 9407 14 9929 16 10452 17 10975 17 11498 18 12022 16 12545 11 13068 12 13592 11 14116 11 14639 11 15163 2 15169 5 15687 1 15693 4 16218 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,80137 1 80661 1 81184 2 81708 3 82232 3 82756 3 83280 3 83804 3 84328 3 84852 3 85377 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,119959 3 120483 4 121007 3 121531 3 122055 4 122579 4 123102 5 123626 5 124150 5 124673 5 125197 5 125721 5 126245 5 126768 6 127292 6 127817 5 128341 5 128864 5 129387 6 129911 5 130436 4 130960 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,21464 2 21988 2 22511 3 23034 4 23557 6 24081 6 24605 6 25129 6 25653 7 26177 7 26701 7 27225 7 27748 8 28272 8 28795 9 29319 8 29843 8 30367 7 30882 2 30891 6 31403 6 31415 6 31927 8 31938 6 32451 9 32462 6 32975 9 32986 5 33498 16 34022 14 34545 14 35069 12 35592 13 36115 14 36639 14 37163 14 37687 14 38211 14 38735 11 39259 11 39783 12 40307 12 40831 12 41356 7 41880 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,147727 2 148251 2 148776 2 149300 3 149824 3 150348 3 150872 3 151395 3 151918 5 152441 6 152965 5 153489 5 154013 5 154537 5 155061 5 155586 3 156111 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,12531 6 13054 9 13577 10 14099 12 14621 14 15144 15 15667 16 16190 16 16714 16 17237 16 17761 16 18285 16 18809 15 19334 14 19860 11 20385 10 20911 7 21437 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,56540 1 57063 3 57586 4 58109 6 58632 7 59156 7 59680 6 60204 5 60728 5 61252 6 61776 6 62300 6 62824 7 63348 7 63873 6 64397 7 64921 7 65445 6 65970 5 66495 4 67020 3 67545 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,43962 2 44486 2 45009 3 45533 4 46057 4 46581 4 47105 4 47629 3 48152 4 48676 4 49200 4 49724 4 50249 3 50773 2 51295 3 51818 4 52342 4 52866 4 53391 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,25103 4 25625 7 26149 7 26672 9 27196 9 27719 10 28242 11 28765 11 29288 12 29812 12 30335 13 30859 13 31383 13 31907 13 32430 14 32954 13 33478 13 34003 12 34527 11 35052 10 35577 9 36102 8 36626 8 37151 6 37675 6 38200 5 38725 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,169716 6 170239 8 170762 10 171286 9 171810 9 172333 9 172857 9 173381 8 173906 6 174430 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,4656 5 5177 9 5700 11 6223 13 6746 14 7266 18 7790 18 8313 18 8837 14 8853 1 9361 13 9886 11 10410 10 10935 9 11460 7 11986 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,116792 1 117315 4 117837 6 118360 8 118883 9 119407 10 119931 10 120455 10 120978 11 121502 11 122026 11 122551 10 123075 10 123599 10 124123 10 124647 10 125171 10 125695 10 126219 10 126742 11 127266 10 127791 9 128315 9 128836 1 128839 8 129358 11 129882 9 129892 1 130405 6 130929 5 131453 5 131977 5 132501 5 133025 5 133549 6 134073 6 134597 6 135121 6 135644 7 136168 7 136692 7 137215 8 137739 8 138263 8 138787 8 139311 8 139835 8 140358 9 140883 8 141407 8 141930 9 142454 8 142979 6 143503 6 144027 5 144551 5 145076 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,22992 3 23515 5 24037 8 24560 9 25083 10 25606 11 26129 12 26653 12 27176 12 27700 12 28223 13 28746 13 29270 13 29794 13 30318 12 30842 11 31366 10 31889 10 32413 9 32938 6 33463 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,177564 3 178087 4 178610 6 179133 7 179656 8 180180 8 180704 8 181230 6 181751 1 181753 7 182274 10
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,54942 2 55462 7 55984 10 56508 10 57031 11 57555 11 58080 11 58604 11 59128 10 59652 10 60176 10 60701 9 61226 8 61750 8 62275 7 62799 7 63324 5 63848 5 64375 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,20878 3 21402 4 21925 6 22449 7 22973 7 23497 7 24021 8 24545 8 25069 8 25592 9 26116 9 26640 9 27164 9 27687 10 28211 9 28735 9 29259 8 29782 9 30306 8 30830 6 31355 4 31879 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,131437 2 131961 2 132484 4 133008 4 133532 4 134055 5 134579 6 135103 6 135627 6 136150 7 136674 7 137198 7 137722 7 138246 8 138771 7 139295 7 139819 7 140343 7 140867 6 141391 6 141915 6 142439 6 142963 6 143487 6 144011 6 144535 5 145059 5 145583 5 146107 5 146631 4 147157 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,38170 6 38693 8 39216 10 39739 11 40262 12 40277 1 40786 19 41309 21 41833 22 42357 23 42880 25 43404 14 43419 10 43928 13 43943 11 44451 14 44466 12 44974 15 44990 12 45498 14 45514 12 46022 13 46038 12 46546 13 46562 12 47071 11 47085 13 47595 10 47609 13 48119 10 48133 13 48643 9 48656 13 49167 8 49180 13 49691 7 49704 12 50216 5 50228 11 50741 3 50752 11 51277 9 51801 8 52326 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,8818 1 9341 5 9864 7 10388 8 10911 10 11435 9 11959 9 12482 10 13006 10 13530 10 14054 10 14578 9 15102 9 15627 8 16151 8 16675 7 17200 6 17725 4 18249 3
